reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
186,0.040239463619721576,44,0.7159927635171153,0.7613359870652184,12,0.3068748386989227,1.1685376622689774,LGBMR,optuna,XLF,2020-01-02
291,0.06615484756480555,36,0.7924242990622454,0.7492471851170386,14,0.49506716989542293,1.1842146138819258,LGBMR,optuna,XLK,2020-01-02
217,0.095640309989269,33,0.6929091318489097,0.7303997009663972,18,0.4921096739546244,1.4918218795164653,LGBMR,optuna,VOX,2020-01-02
184,0.0620107257403689,44,0.6817952103818002,0.755881823540847,19,0.44007360114462246,1.0381661742078563,LGBMR,optuna,IYR,2020-01-02
283,0.03685737095410589,46,0.7070554166044776,0.7811302107912109,17,0.21002689774806377,1.2122587745580056,LGBMR,optuna,SPY,2020-01-02
205,0.06516674072682233,33,0.6737346450317933,0.6435528626127798,16,0.2038314613108318,1.450915667408414,LGBMR,optuna,XLU,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLE,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLK,2019-01-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-01-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-01-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-01-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-01-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-01-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-01-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLE,2019-02-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLK,2019-02-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-02-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-02-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-02-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-02-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-02-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLK,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLV,2019-03-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-03-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-03-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-03-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-03-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLK,2019-04-01
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,XLF,2019-04-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLP,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-04-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-04-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-04-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-04-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-04-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-04-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-05-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-05-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLP,2019-05-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLV,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-05-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-05-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-05-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLE,2019-06-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-06-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-06-03
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,XLF,2019-06-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLP,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-06-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-06-03
1,0.5,31,300,10,0.1,0.6,0.8,LGBMR,random,IYR,2019-06-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLB,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-07-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLY,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-07-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-07-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-07-01
1.5,0.5,31,100,15,0.01,0.8,0.6,LGBMR,random,XLE,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-08-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLF,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-08-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-08-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-08-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-09-03
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-09-03
1,0.5,50,200,10,0.01,0.8,0.6,LGBMR,random,XLF,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-09-03
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,SPY,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-09-03
1.5,0.5,31,100,15,0.01,0.8,0.6,LGBMR,random,XLE,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLK,2019-10-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-10-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-10-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLU,2019-10-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-10-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,SPY,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-10-01
1.5,0.5,31,100,15,0.01,0.8,0.6,LGBMR,random,XLE,2019-11-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLK,2019-11-01
1,0.5,40,100,20,0.05,0.8,0.8,LGBMR,random,XLF,2019-11-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-11-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-11-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-11-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-11-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2019-11-01
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-12-02
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLK,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLF,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,IYR,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLI,2020-01-02
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLB,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2020-01-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLF,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLY,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLV,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2020-01-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,VOX,2020-01-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,SPY,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,IYR,2020-01-02
103,0.010311481507298107,36,0.6034499771764517,0.727819532254951,20,0.3327085876757649,1.410976361954098,LGBMR,optuna,XLB,2019-01-03
182,0.08112167073741304,39,0.7900022590320483,0.752093063953723,10,0.46180428271100926,1.4288552063498259,LGBMR,optuna,XLI,2019-01-03
274,0.08344334584195327,37,0.7651490881239191,0.7709639279165368,16,0.3148092835976989,1.2525807984520694,LGBMR,optuna,XLE,2019-01-03
189,0.01114929337939807,43,0.6220373657997371,0.7469976508486851,18,0.44726829493082676,1.2459055798773955,LGBMR,optuna,XLK,2019-01-03
116,0.07869208680055491,43,0.6353311538030816,0.6818247877170974,10,0.24867764205393472,1.0293317181420423,LGBMR,optuna,XLY,2019-01-03
205,0.036802151461376456,36,0.6308587949169436,0.6854537187806036,10,0.10059253118233785,1.070359066165325,LGBMR,optuna,XLP,2019-01-03
260,0.05588113837844604,39,0.6751987264426175,0.6723160794064166,11,0.4764691958965186,1.2070167458073713,LGBMR,optuna,XLF,2019-01-03
151,0.01865631563103914,40,0.7211690822528625,0.7097109308257057,15,0.330094508081557,1.3637845944017652,LGBMR,optuna,SPY,2019-01-03
157,0.06817060069849644,42,0.79767496257803,0.7499027042248807,18,0.10151744277192239,1.0589957436882815,LGBMR,optuna,XLU,2019-01-03
171,0.010645923772779162,38,0.6743262478441125,0.6573087531214431,14,0.2439684825902631,1.4438191434775698,LGBMR,optuna,IYR,2019-01-03
246,0.07230025577648438,48,0.7734009446252718,0.7636832196366148,14,0.17385735303333175,1.1434845197420662,LGBMR,optuna,VOX,2019-01-03
270,0.09933761690787436,31,0.7595392201589306,0.6794303694056819,14,0.10282396364950498,1.0126318851142422,LGBMR,optuna,XLV,2019-01-03
163,0.022355227480593872,32,0.7010911303650794,0.6456472155699223,18,0.10120164443327723,1.2303201015994232,LGBMR,optuna,XLE,2019-02-01
183,0.0124484491113,42,0.7637255747244314,0.7792224640670085,13,0.39629505602803217,1.0214931564984113,LGBMR,optuna,XLI,2019-02-01
149,0.08877225200989845,41,0.7036386055766042,0.690276137246508,18,0.4995263282048278,1.2399902000205942,LGBMR,optuna,XLB,2019-02-01
132,0.023794070120645095,44,0.6798325740384519,0.7519152736389371,15,0.47368679918161666,1.4983334784188977,LGBMR,optuna,XLF,2019-02-01
205,0.02164221768345908,34,0.7263496308758034,0.7927270376994267,20,0.4589671005688567,1.1163126714268605,LGBMR,optuna,XLP,2019-02-01
264,0.053496699443212045,38,0.7268424978951116,0.6160430610457486,12,0.1354046800670306,1.3182200488670486,LGBMR,optuna,XLU,2019-02-01
112,0.011008266771256246,42,0.6830368168501172,0.6818313305067711,19,0.1857203949176851,1.3502868445268827,LGBMR,optuna,IYR,2019-02-01
220,0.06885920739879753,32,0.7262832407183815,0.6668081217987689,12,0.47618054187042397,1.306200285852327,LGBMR,optuna,XLK,2019-02-01
287,0.010311626438941006,44,0.799148014759767,0.6156983747949858,20,0.49080233392754147,1.3655672400571641,LGBMR,optuna,XLY,2019-02-01
